DATE;TIME_FROM;TIME_TO;RZSALDO_AFRR_50HERTZ_POS_OP_[MW];RZSALDO_AFRR_50HERTZ_NEG_OP_[MW];RZSALDO_AFRR_50HERTZ_POS_QA_[MW];RZSALDO_AFRR_50HERTZ_NEG_QA_[MW];RZSALDO_AFRR_TRANSNETBW_POS_OP_[MW];RZSALDO_AFRR_TRANSNETBW_NEG_OP_[MW];RZSALDO_AFRR_TRANSNETBW_POS_QA_[MW];RZSALDO_AFRR_TRANSNETBW_NEG_QA_[MW];RZSALDO_AFRR_TENNET_POS_OP_[MW];RZSALDO_AFRR_TENNET_NEG_OP_[MW];RZSALDO_AFRR_TENNET_POS_QA_[MW];RZSALDO_AFRR_TENNET_NEG_QA_[MW];RZSALDO_AFRR_AMPRION_POS_OP_[MW];RZSALDO_AFRR_AMPRION_NEG_OP_[MW];RZSALDO_AFRR_AMPRION_POS_QA_[MW];RZSALDO_AFRR_AMPRION_NEG_QA_[MW];50HZ_mFRR_ACT_POS_OP_PT15M;50HZ_mFRR_ACT_NEG_OP_PT15M;50HZ_mFRR_ACT_POS_QA_PT15M;50HZ_mFRR_ACT_NEG_QA_PT15M;TRANSNETBW_mFRR_ACT_POS_OP_PT15M;TRANSNETBW_mFRR_ACT_NEG_OP_PT15M;TRANSNETBW_mFRR_ACT_POS_QA_PT15M;TRANSNETBW_mFRR_ACT_NEG_QA_PT15M;TENNET_mFRR_ACT_POS_OP_PT15M;TENNET_mFRR_ACT_NEG_OP_PT15M;TENNET_mFRR_ACT_POS_QA_PT15M;TENNET_mFRR_ACT_NEG_QA_PT15M;AMPRION_mFRR_ACT_POS_OP_PT15M;AMPRION_mFRR_ACT_NEG_OP_PT15M;AMPRION_mFRR_ACT_POS_QA_PT15M;AMPRION_mFRR_ACT_NEG_QA_PT15M
01.01.2021;02:30;02:45;0,000;21,915;0,148;22,024;0,000;58,541;0,240;58,804;0,513;3,668;0,528;4,716;0,000;65,613;0,272;65,636;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;02:45;03:00;0,000;97,575;0,152;97,552;0,000;120,009;0,804;121,428;0,294;13,464;0,280;14,268;0,000;120,718;0,032;120,808;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;03:00;03:15;0,000;24,645;0,116;25,200;0,407;36,138;0,648;35,888;0,535;7,646;0,516;8,088;0,000;46,982;0,220;46,888;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;03:15;03:30;0,000;26,438;0,288;26,648;0,000;73,391;0,532;73,976;0,215;5,127;0,208;5,760;0,000;90,643;0,092;91,096;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;03:30;03:45;0,000;19,456;0,252;19,728;0,000;58,055;0,256;58,320;0,652;5,185;0,648;6,156;0,000;69,620;0,748;70,212;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;03:45;04:00;0,000;56,628;0,312;57,060;0,000;67,553;0,360;67,924;0,241;8,947;0,212;9,928;0,000;113,582;0,316;113,888;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;04:00;04:15;0,000;3,566;0,264;3,944;1,170;4,824;1,752;5,288;3,464;4,721;3,928;4,752;0,001;2,237;0,116;1,788;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;04:15;04:30;0,000;9,411;0,204;9,420;0,384;1,600;0,736;1,920;0,738;5,132;0,892;5,196;0,000;1,289;0,204;1,500;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;04:30;04:45;0,000;54,524;0,164;54,612;0,324;16,234;0,612;16,684;4,322;25,197;4,540;25,424;0,121;11,944;0,172;11,968;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;04:45;05:00;0,000;96,632;0,196;97,028;0,082;29,555;0,452;29,852;0,687;36,693;1,000;36,532;0,000;14,970;0,184;15,356;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;05:00;05:15;0,976;25,608;1,244;25,700;38,234;14,532;39,064;15,508;15,502;24,055;15,656;24,172;0,129;8,570;0,568;9,064;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;05:15;05:30;0,000;13,009;0,136;13,324;2,722;5,401;3,328;5,760;2,678;8,113;3,012;7,980;0,000;4,452;0,176;4,572;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;05:30;05:45;0,000;27,636;0,168;27,828;0,365;7,898;0,644;8,132;2,203;5,877;2,400;5,852;0,136;2,274;0,240;2,252;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;05:45;06:00;0,041;19,086;0,508;19,440;0,854;3,568;1,172;3,784;2,466;5,787;2,744;5,772;0,000;2,063;0,156;2,320;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;06:00;06:15;0,004;0,609;0,264;0,900;0,777;1,422;1,036;1,692;2,048;4,848;2,340;4,920;0,000;1,291;0,080;1,384;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;06:15;06:30;0,040;0,702;0,248;0,944;20,608;2,333;20,980;2,712;14,061;4,425;14,268;4,404;0,002;1,383;0,060;1,452;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;06:30;06:45;0,001;1,218;0,144;1,404;2,028;0,849;2,496;1,320;20,959;3,835;21,276;3,856;0,045;1,428;0,052;1,400;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;06:45;07:00;0,000;0,716;0,264;1,020;7,786;0,804;8,396;1,300;27,690;3,376;27,948;3,388;0,000;1,373;0,016;1,400;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;07:00;07:15;0,000;0,860;0,152;1,048;24,792;0,253;25,588;0,824;21,412;4,211;21,704;4,284;0,000;1,308;0,052;1,368;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;07:15;07:30;0,001;1,939;0,236;2,220;4,629;0,821;4,684;1,104;9,136;4,807;9,324;4,828;0,000;1,293;0,084;1,384;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;07:30;07:45;0,000;6,639;0,216;6,924;1,170;3,013;1,568;3,352;7,083;4,750;7,272;4,784;0,094;1,798;0,076;1,868;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;07:45;08:00;0,000;0,658;0,352;1,052;0,690;2,600;1,016;2,992;4,058;4,320;4,368;4,308;0,000;1,113;0,116;1,396;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;08:00;08:15;0,000;17,565;0,244;17,680;1,242;2,990;1,876;3,656;0,620;7,167;0,620;7,532;0,000;61,712;0,192;61,980;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;08:15;08:30;0,000;102,751;0,536;103,536;0,003;14,678;0,324;14,932;0,663;16,798;0,672;17,756;0,000;151,674;0,044;151,840;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;08:30;08:45;0,000;135,080;0,308;135,384;0,088;16,487;0,392;16,820;0,751;20,987;1,140;22,008;0,000;170,616;0,100;170,704;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;08:45;09:00;0,000;165,644;0,180;165,100;0,341;20,880;0,968;21,624;0,251;27,756;0,264;28,916;0,000;212,668;0,424;213,328;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;09:00;09:15;0,000;156,648;0,164;157,228;1,011;16,593;1,976;17,536;0,611;41,171;0,632;42,116;0,000;199,609;0,136;199,592;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;09:15;09:30;0,000;45,243;0,252;45,084;0,000;9,747;0,388;10,080;1,081;8,551;1,108;9,364;0,000;111,612;0,064;111,844;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;09:30;09:45;0,000;16,459;0,144;16,212;3,174;6,658;3,576;7,160;0,484;6,101;0,496;7,000;0,000;111,952;0,140;112,004;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;09:45;10:00;0,000;14,471;0,232;14,556;0,079;4,734;0,404;5,048;0,295;6,900;0,348;7,804;0,000;96,295;0,076;96,412;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;10:00;10:15;0,000;99,185;0,272;99,716;1,536;7,823;1,924;8,224;0,101;23,061;0,136;23,304;0,000;157,251;0,024;157,204;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;10:15;10:30;0,000;85,099;0,276;84,936;0,031;7,769;0,420;8,148;0,281;14,735;0,288;15,540;0,000;134,385;0,288;134,596;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;10:30;10:45;0,000;1,477;0,164;1,512;1,322;1,282;1,676;1,688;1,418;2,993;1,532;3,892;0,000;19,905;0,080;19,744;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;10:45;11:00;0,000;0,988;0,272;1,152;2,158;7,378;3,072;8,280;1,327;3,120;1,320;4,036;0,000;7,409;0,076;7,520;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;11:00;11:15;0,000;1,052;0,292;1,228;2,365;0,474;2,848;0,912;1,089;3,122;1,268;4,140;0,000;9,277;0,080;9,368;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;11:15;11:30;0,000;1,194;0,524;1,128;1,738;3,192;2,128;3,660;6,197;2,738;6,272;3,784;0,000;4,125;0,088;4,248;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;11:30;11:45;0,000;1,090;0,308;1,120;1,982;0,687;2,388;1,068;7,903;2,724;7,872;3,784;0,000;3,281;0,020;3,328;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;11:45;12:00;9,215;5,211;9,628;5,272;1,191;1,839;1,512;2,168;7,992;3,651;8,056;4,632;0,148;24,665;0,700;25,244;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;12:00;12:15;0,037;1,065;0,468;1,500;32,941;2,541;33,588;3,164;13,895;3,626;13,964;3,672;0,000;9,853;0,012;9,636;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;12:15;12:30;0,000;2,696;0,000;2,700;1,095;0,922;1,440;1,248;0,999;4,482;1,028;4,460;0,000;1,054;0,224;1,228;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;12:30;12:45;0,000;2,772;0,000;2,772;4,479;1,804;4,884;2,220;3,199;3,663;3,512;3,684;0,253;1,432;0,332;1,264;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;12:45;13:00;0,000;2,693;0,000;2,664;0,930;2,691;1,344;3,176;0,973;4,082;1,164;4,080;0,000;1,567;0,060;1,596;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;13:00;13:15;0,000;5,220;0,000;5,248;0,809;5,367;1,108;5,640;0,998;4,093;1,216;4,108;0,070;7,461;0,044;7,448;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;13:15;13:30;0,000;1,957;0,000;1,980;1,118;4,691;1,552;5,100;1,009;4,458;1,204;4,512;0,000;3,946;0,100;3,864;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;13:30;13:45;0,000;1,696;0,000;1,696;0,691;0,663;1,176;1,128;0,914;3,660;0,980;3,688;0,018;2,275;0,148;2,252;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;13:45;14:00;0,000;1,764;0,000;1,764;2,101;0,544;2,608;1,016;0,890;4,258;0,976;4,336;0,006;2,680;0,044;2,628;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;14:00;14:15;0,000;1,698;0,000;1,700;8,385;1,582;9,056;2,076;2,603;4,396;2,624;4,368;0,281;2,240;0,668;2,464;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;14:15;14:30;0,006;1,768;0,040;1,796;26,061;1,612;26,468;2,112;14,219;4,005;14,240;4,032;0,458;2,362;1,360;2,976;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;14:30;14:45;0,000;1,787;0,000;1,792;2,433;0,667;2,848;1,144;1,049;4,027;1,072;3,968;0,028;3,202;0,216;3,236;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;14:45;15:00;0,000;5,844;0,000;5,764;0,182;7,789;0,528;8,240;0,727;4,034;0,912;4,060;0,000;6,808;0,120;6,688;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;15:00;15:15;0,000;38,492;0,028;38,672;0,199;23,298;0,580;23,556;0,617;6,401;0,888;6,496;0,000;53,809;0,324;53,872;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;15:15;15:30;0,000;1,927;0,000;1,928;2,702;0,529;3,324;1,140;0,758;4,562;0,788;4,616;0,000;6,600;0,176;6,748;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;15:30;15:45;1,901;1,662;2,180;1,948;57,215;0,351;58,424;1,144;9,361;4,294;9,380;4,312;0,767;1,709;1,648;2,572;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;15:45;16:00;0,886;2,001;1,108;2,104;53,802;0,109;53,940;0,716;19,285;3,822;19,320;3,840;0,852;1,314;2,176;2,620;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;16:00;16:15;0,000;1,903;0,216;2,084;4,343;19,869;4,636;20,264;0,755;4,710;0,772;4,772;0,000;3,228;0,020;3,244;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;16:15;16:30;0,000;1,816;0,184;1,984;0,215;30,246;0,588;30,712;5,756;4,223;5,768;4,256;0,000;9,113;0,116;9,188;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;16:30;16:45;0,000;2,065;0,092;2,080;32,456;0,979;33,132;1,420;18,625;3,996;18,672;4,048;0,430;2,944;1,620;3,736;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;16:45;17:00;0,000;1,809;0,212;2,008;6,134;6,185;6,356;6,840;7,210;3,834;7,168;3,844;0,535;2,211;2,024;3,376;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;17:00;17:15;0,000;41,499;0,120;41,436;0,115;163,318;1,424;164,592;0,552;7,546;0,560;7,596;0,000;50,991;0,388;49,144;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;17:15;17:30;0,000;1,757;0,216;1,948;0,200;23,720;0,628;24,240;1,704;4,002;1,700;4,024;0,000;4,607;0,380;4,968;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;17:30;17:45;0,000;1,771;0,072;1,752;1,012;54,290;1,796;54,868;0,978;3,617;1,020;3,640;0,000;10,746;0,280;10,568;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;17:45;18:00;0,000;1,660;0,300;1,932;0,495;0,454;0,788;0,744;1,720;4,193;1,712;4,236;0,000;1,552;0,096;1,632;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;18:00;18:15;0,241;1,651;0,420;1,760;38,148;0,053;38,572;0,424;30,860;4,172;30,968;4,204;1,072;0,811;1,784;1,520;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;18:15;18:30;0,000;1,531;0,112;1,576;2,553;2,031;3,168;2,624;19,082;4,363;19,092;4,412;0,292;0,955;0,768;1,428;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;18:30;18:45;0,000;1,355;0,328;1,676;3,070;3,003;3,660;3,712;17,208;3,855;17,212;3,900;0,507;1,519;0,940;1,448;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;18:45;19:00;0,000;1,682;0,088;1,724;1,833;14,271;2,500;14,908;0,461;3,229;0,444;3,248;0,004;1,347;0,244;1,524;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;19:00;19:15;0,000;18,109;0,140;17,988;1,001;123,346;2,032;125,196;0,337;5,955;0,308;5,972;0,000;28,738;0,128;29,016;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;19:15;19:30;0,000;41,347;0,176;41,568;1,301;207,924;2,684;209,216;0,203;7,863;0,196;7,908;0,000;75,152;0,328;75,432;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;19:30;19:45;0,000;23,679;0,076;23,656;0,000;234,875;0,860;235,724;0,461;8,148;0,468;8,188;0,000;82,758;0,288;83,028;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;19:45;20:00;0,000;70,900;0,136;70,684;0,000;280,132;0,816;280,988;0,222;9,467;0,208;9,508;0,000;109,473;0,136;109,636;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;20:00;20:15;17,185;45,599;21,764;50,212;8,673;58,467;9,432;58,420;13,874;5,959;14,076;5,984;0,000;78,654;0,148;78,736;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;20:15;20:30;21,640;30,010;22,192;30,444;3,874;21,809;4,568;22,580;11,566;5,584;11,580;5,600;0,000;59,806;0,036;59,936;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;20:30;20:45;0,000;19,137;0,000;19,516;3,415;7,036;4,608;7,900;0,162;4,241;0,384;4,244;0,000;57,056;0,068;56,920;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;20:45;21:00;0,000;6,902;0,000;6,860;1,755;6,720;2,208;7,200;0,134;5,009;0,084;5,064;0,000;38,753;0,040;38,944;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
01.01.2021;21:00;21:15;134,886;0,942;136,076;2,568;25,805;1,416;26,216;2,012;29,864;4,120;30,216;4,148;0,000;15,284;0,076;15,128;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a
