DATE;TIME_FROM;TIME_TO;RZSALDO_AFRR_50HERTZ_POS_OP_[MW];RZSALDO_AFRR_50HERTZ_NEG_OP_[MW];RZSALDO_AFRR_50HERTZ_POS_QA_[MW];RZSALDO_AFRR_50HERTZ_NEG_QA_[MW];RZSALDO_AFRR_TRANSNETBW_POS_OP_[MW];RZSALDO_AFRR_TRANSNETBW_NEG_OP_[MW];RZSALDO_AFRR_TRANSNETBW_POS_QA_[MW];RZSALDO_AFRR_TRANSNETBW_NEG_QA_[MW];RZSALDO_AFRR_TENNET_POS_OP_[MW];RZSALDO_AFRR_TENNET_NEG_OP_[MW];RZSALDO_AFRR_TENNET_POS_QA_[MW];RZSALDO_AFRR_TENNET_NEG_QA_[MW];RZSALDO_AFRR_AMPRION_POS_OP_[MW];RZSALDO_AFRR_AMPRION_NEG_OP_[MW];RZSALDO_AFRR_AMPRION_POS_QA_[MW];RZSALDO_AFRR_AMPRION_NEG_QA_[MW];50HZ_mFRR_ACT_POS_OP_PT15M;50HZ_mFRR_ACT_NEG_OP_PT15M;50HZ_mFRR_ACT_POS_QA_PT15M;50HZ_mFRR_ACT_NEG_QA_PT15M;TRANSNETBW_mFRR_ACT_POS_OP_PT15M;TRANSNETBW_mFRR_ACT_NEG_OP_PT15M;TRANSNETBW_mFRR_ACT_POS_QA_PT15M;TRANSNETBW_mFRR_ACT_NEG_QA_PT15M;TENNET_mFRR_ACT_POS_OP_PT15M;TENNET_mFRR_ACT_NEG_OP_PT15M;TENNET_mFRR_ACT_POS_QA_PT15M;TENNET_mFRR_ACT_NEG_QA_PT15M;AMPRION_mFRR_ACT_POS_OP_PT15M;AMPRION_mFRR_ACT_NEG_OP_PT15M;AMPRION_mFRR_ACT_POS_QA_PT15M;AMPRION_mFRR_ACT_NEG_QA_PT15M
02.02.2021;08:30;08:45;0,000;1,845;0,072;1,908;2,002;2,208;2,332;2,624;0,248;2,776;n/a;n/a;0,139;1,378;0,660;1,900;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;08:45;09:00;0,000;11,696;0,032;11,664;0,246;2,368;0,516;2,624;0,419;4,060;n/a;n/a;0,000;1,817;0,016;1,596;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;09:00;09:15;23,360;35,936;24,084;36,612;0,780;0,809;1,124;1,132;3,533;6,126;n/a;n/a;0,835;0,996;1,540;1,712;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;09:15;09:30;0,000;60,357;0,252;60,476;1,949;1,387;2,708;2,116;0,168;14,811;n/a;n/a;0,011;1,292;0,360;1,360;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;09:30;09:45;0,631;32,033;1,236;32,648;0,833;2,037;1,372;2,596;3,142;6,231;n/a;n/a;0,153;1,891;0,612;1,744;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;09:45;10:00;0,178;4,330;0,432;4,664;0,429;0,809;0,796;1,184;0,790;3,442;n/a;n/a;0,000;1,664;0,092;1,468;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;10:00;10:15;155,125;4,224;156,172;5,308;83,986;0,613;84,456;1,272;16,187;3,469;n/a;n/a;24,250;0,203;25,768;1,584;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;10:15;10:30;11,278;0,689;11,692;1,096;1,183;1,480;1,580;1,876;2,288;3,335;n/a;n/a;0,224;1,484;0,880;1,480;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;10:30;10:45;116,333;0,084;116,812;0,656;4,961;1,181;5,360;1,620;9,909;3,443;n/a;n/a;9,506;0,431;11,028;1,456;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;10:45;11:00;18,880;0,160;19,372;0,556;0,517;0,747;0,892;1,124;4,115;4,350;n/a;n/a;0,599;1,178;1,212;1,756;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;11:00;11:15;44,196;0,272;44,780;0,888;2,778;8,145;3,752;9,276;4,621;3,559;n/a;n/a;6,778;0,896;7,708;1,808;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;11:15;11:30;0,000;1,227;0,236;1,460;1,198;0,772;1,612;1,212;0,693;3,113;n/a;n/a;0,177;1,184;0,504;1,488;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;11:30;11:45;0,157;1,708;0,364;1,916;1,392;2,647;2,092;3,368;0,688;2,559;n/a;n/a;0,159;1,811;0,504;1,712;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;11:45;12:00;5,877;0,934;6,424;1,428;3,339;3,741;7,908;8,288;2,068;3,103;n/a;n/a;0,270;1,978;0,584;1,692;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;12:00;12:15;73,562;0,394;74,504;1,180;5,959;2,535;7,124;3,700;43,420;2,518;n/a;n/a;1,173;3,069;2,504;4,120;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;12:15;12:30;0,042;1,158;0,116;1,212;6,434;6,619;8,228;8,380;1,554;2,822;n/a;n/a;0,000;5,795;0,264;6,064;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;12:30;12:45;34,881;0,473;35,572;1,292;0,780;0,845;1,664;1,736;25,970;2,908;n/a;n/a;0,296;3,405;1,056;3,608;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;12:45;13:00;59,627;0,483;60,568;1,460;0,092;1,321;0,524;1,764;41,039;2,873;n/a;n/a;0,258;2,092;1,332;3,188;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;13:00;13:15;201,688;0,105;202,920;1,400;105,443;2,316;107,652;4,380;116,811;1,907;n/a;n/a;22,394;0,695;25,460;3,520;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;13:15;13:30;200,403;0,093;201,940;1,500;51,239;0,261;52,612;1,788;108,279;2,129;n/a;n/a;15,284;0,364;17,796;2,692;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;13:30;13:45;0,000;1,583;0,024;1,600;3,891;5,073;4,416;5,608;2,574;3,311;n/a;n/a;0,060;2,672;0,380;2,496;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;13:45;14:00;0,000;42,921;0,056;42,948;2,630;7,929;3,676;9,024;1,291;4,369;n/a;n/a;0,000;21,373;0,064;21,520;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;14:00;14:15;2,100;16,167;2,552;16,668;0,864;6,312;1,852;7,240;6,092;3,449;n/a;n/a;0,000;25,265;0,520;25,596;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;14:15;14:30;0,500;1,543;0,780;1,804;2,733;0,391;3,328;1,008;7,454;3,968;n/a;n/a;0,000;2,257;0,220;2,072;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;14:30;14:45;10,207;1,002;10,992;1,728;6,754;4,751;9,112;7,012;20,881;2,380;n/a;n/a;0,143;1,322;0,628;1,672;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;14:45;15:00;1,759;1,396;2,028;1,656;2,085;2,614;3,284;3,952;7,548;2,504;n/a;n/a;0,000;2,337;0,384;2,368;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;15:00;15:15;0,000;1,460;0,124;1,588;2,509;0,570;2,920;1,068;1,795;3,443;n/a;n/a;0,000;2,495;0,272;2,768;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;15:15;15:30;0,120;7,704;0,380;7,956;1,315;1,627;2,032;2,364;3,017;2,488;n/a;n/a;0,000;7,858;0,464;8,312;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;15:30;15:45;0,472;4,852;0,696;5,100;1,848;1,690;4,728;4,540;3,964;2,613;n/a;n/a;0,000;11,559;0,540;11,860;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;15:45;16:00;0,008;23,446;0,420;23,824;1,764;1,992;2,336;2,584;1,674;3,212;n/a;n/a;0,000;30,100;0,124;30,188;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;16:00;16:15;0,000;23,753;0,008;23,988;0,159;111,869;6,336;118,040;0,114;10,889;n/a;n/a;0,000;104,435;0,036;104,524;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;16:15;16:30;0,179;6,600;0,240;6,820;0,314;39,577;2,036;41,088;1,071;5,837;n/a;n/a;0,000;47,481;0,364;47,756;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;16:30;16:45;1,952;2,964;2,100;3,188;0,145;47,460;1,364;48,560;1,872;6,989;n/a;n/a;0,000;54,276;0,444;53,804;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;16:45;17:00;0,000;32,729;0,016;32,608;0,031;110,605;0,644;111,456;0,066;10,197;n/a;n/a;0,000;87,937;0,284;88,548;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;17:00;17:15;0,000;18,714;0,020;18,672;0,000;103,065;0,504;103,840;0,081;10,135;n/a;n/a;0,000;114,909;0,568;115,556;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;17:15;17:30;0,000;51,042;0,048;50,904;0,000;131,260;2,148;133,204;0,171;10,696;n/a;n/a;0,000;118,962;0,016;118,404;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;17:30;17:45;0,000;1,670;0,008;1,676;1,497;38,454;3,056;39,872;1,072;5,176;n/a;n/a;0,000;26,746;0,260;26,696;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;17:45;18:00;14,640;1,310;15,192;1,724;2,390;1,627;2,944;2,168;9,677;2,765;n/a;n/a;0,087;1,471;0,616;1,728;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;18:00;18:15;0,897;2,653;1,096;2,900;3,689;2,271;4,492;3,188;5,209;2,338;n/a;n/a;0,012;2,313;0,388;1,652;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;18:15;18:30;114,126;0,580;115,448;1,944;1,752;0,666;1,972;0,948;31,381;2,928;n/a;n/a;0,002;1,034;0,384;1,564;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;18:30;18:45;67,458;0,998;68,852;2,304;0,995;0,658;1,428;1,084;25,060;2,203;n/a;n/a;0,023;1,725;0,272;1,580;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;18:45;19:00;53,246;0,632;73,488;2,960;1,381;0,840;1,684;1,148;22,546;2,209;n/a;n/a;0,048;1,335;0,364;1,656;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;19:00;19:15;75,340;1,273;81,372;2,796;9,064;1,603;10,172;2,720;22,766;3,031;n/a;n/a;0,000;1,598;0,048;1,524;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;19:15;19:30;3,352;1,679;0,068;3,020;0,952;2,872;1,416;3,488;9,028;3,485;n/a;n/a;0,003;1,982;0,112;1,976;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;19:30;19:45;0,007;2,003;0,012;2,028;1,281;11,018;1,808;11,416;1,459;3,355;n/a;n/a;0,017;5,551;0,524;6,508;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;19:45;20:00;0,000;2,185;0,004;2,208;1,501;19,590;1,952;20,076;1,077;4,767;n/a;n/a;0,000;15,925;0,016;15,940;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;20:00;20:15;0,000;166,775;0,084;166,808;0,058;156,048;1,832;158,228;0,596;33,395;n/a;n/a;0,000;149,811;0,688;151,244;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;20:15;20:30;0,000;199,079;0,036;200,664;0,000;150,497;1,500;151,752;0,160;33,378;n/a;n/a;0,000;181,080;0,260;181,084;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;20:30;20:45;0,000;169,445;0,016;169,808;0,000;142,969;1,232;144,496;0,426;35,876;n/a;n/a;0,000;220,001;0,512;220,528;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;20:45;21:00;0,000;152,412;0,016;152,808;0,396;102,793;1,924;104,204;0,924;28,220;n/a;n/a;0,000;169,798;0,528;169,884;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;21:00;21:15;0,000;24,370;0,024;24,276;0,899;13,695;1,916;14,388;2,410;6,026;n/a;n/a;0,000;38,179;0,372;37,736;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;21:15;21:30;0,000;2,897;0,028;2,908;0,651;1,114;1,528;1,956;1,894;2,443;n/a;n/a;0,000;1,426;0,712;2,204;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;21:30;21:45;0,000;85,215;0,000;85,204;0,657;74,991;1,716;76,472;0,679;14,499;n/a;n/a;0,000;98,280;0,456;99,584;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;21:45;22:00;0,000;198,280;0,004;198,188;0,000;159,542;1,116;160,708;0,593;71,813;n/a;n/a;0,000;257,292;0,412;258,288;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;22:00;22:15;0,000;53,181;0,492;53,424;5,619;23,869;6,712;24,360;5,935;57,650;n/a;n/a;0,000;66,397;0,104;65,084;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;22:15;22:30;0,000;160,172;0,336;160,460;0,000;124,273;1,524;126,200;0,544;25,031;n/a;n/a;0,000;161,717;0,804;162,732;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;22:30;22:45;0,000;133,046;0,296;133,260;0,161;103,711;1,472;104,324;1,137;25,492;n/a;n/a;0,000;168,525;1,688;170,300;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;22:45;23:00;0,000;30,760;0,204;30,692;2,597;25,216;6,268;29,272;1,487;11,012;n/a;n/a;0,000;52,833;0,288;53,168;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;23:00;23:15;0,219;22,761;0,640;23,228;5,890;22,486;7,188;23,212;5,130;6,874;n/a;n/a;0,009;50,162;0,764;50,708;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;23:15;23:30;1,253;9,136;1,972;9,888;59,526;3,701;61,404;5,720;15,646;2,487;n/a;n/a;0,000;5,008;0,412;5,468;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;23:30;23:45;0,018;22,478;0,612;23,100;1,105;11,305;1,936;12,168;1,462;5,131;n/a;n/a;0,000;28,951;0,580;29,668;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
02.02.2021;23:45;00:00;0,000;88,672;0,384;88,828;0,038;68,542;3,640;72,704;1,364;14,615;n/a;n/a;0,000;123,493;1,476;125,296;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;00:00;00:15;7,773;24,767;0,568;29,084;3,402;12,836;5,512;14,452;7,566;16,232;n/a;n/a;2,889;6,222;4,428;6,732;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;00:15;00:30;2,457;1,450;3,792;2,844;0,803;1,208;1,680;2,096;2,276;3,608;n/a;n/a;0,000;2,345;0,072;2,472;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;00:30;00:45;0,000;3,581;0,416;3,992;0,460;0,944;1,236;1,768;1,532;3,539;n/a;n/a;0,074;1,506;0,392;1,880;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;00:45;01:00;0,000;6,448;0,340;6,796;0,678;0,563;1,404;1,308;1,626;3,368;n/a;n/a;0,177;1,083;1,048;2,012;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;01:00;01:15;73,321;0,624;75,576;2,712;2,196;0,696;3,492;1,992;8,127;3,945;n/a;n/a;0,000;2,547;0,144;2,772;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;01:15;01:30;5,436;2,399;7,192;4,212;1,117;2,891;2,756;4,544;4,026;3,849;n/a;n/a;0,000;1,399;0,408;1,848;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;01:30;01:45;5,420;2,538;7,164;4,320;1,207;1,301;2,384;2,452;11,438;3,998;n/a;n/a;0,119;1,861;0,444;2,212;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;01:45;02:00;0,000;5,485;0,348;5,848;1,169;0,946;2,292;1,972;1,073;3,536;n/a;n/a;0,000;1,711;0,168;1,928;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;02:00;02:15;85,359;0,208;87,592;2,292;5,220;5,063;6,528;6,268;11,721;3,603;n/a;n/a;0,121;1,376;0,716;2,024;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;02:15;02:30;52,627;0,272;54,892;2,452;1,687;1,561;2,260;2,096;9,943;4,241;n/a;n/a;0,003;1,148;0,612;1,820;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;02:30;02:45;3,476;1,032;4,452;2,060;0,942;1,320;1,916;2,296;3,295;3,863;n/a;n/a;0,160;1,393;0,944;2,236;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;02:45;03:00;0,000;2,907;0,344;3,268;0,833;0,815;1,612;1,680;1,940;3,506;n/a;n/a;0,000;2,075;0,340;2,472;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;03:00;03:15;0,000;2,174;0,340;2,540;2,090;0,841;3,364;2,112;1,930;3,683;n/a;n/a;0,000;1,442;0,428;1,924;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;03:15;03:30;0,000;1,916;0,332;2,272;0,966;1,231;1,712;1,960;2,591;3,235;n/a;n/a;0,000;2,008;0,216;2,252;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;03:30;03:45;0,000;51,774;0,372;52,204;0,902;4,050;1,844;5,060;0,988;13,161;n/a;n/a;0,162;21,571;0,644;22,356;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;03:45;04:00;0,000;205,802;0,428;205,564;1,098;34,311;2,740;35,928;0,993;35,347;n/a;n/a;0,000;77,389;0,448;77,644;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;04:00;04:15;0,000;33,578;0,320;33,920;1,669;42,020;3,200;43,696;1,396;12,589;n/a;n/a;1,204;3,151;1,784;3,788;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;04:15;04:30;0,000;46,234;0,340;46,224;0,372;40,461;1,060;41,064;2,199;10,857;n/a;n/a;0,022;9,553;0,716;10,276;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;04:30;04:45;0,000;39,199;0,296;39,416;0,073;58,532;1,940;60,420;0,713;13,181;n/a;n/a;0,411;7,416;1,508;8,508;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;04:45;05:00;0,000;93,479;0,340;93,888;0,000;77,794;2,208;79,980;0,558;22,002;n/a;n/a;0,059;34,572;0,472;35,044;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;05:00;05:15;0,000;22,172;0,304;22,468;0,466;17,094;2,076;18,592;1,081;8,674;n/a;n/a;0,001;2,570;0,316;2,888;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;05:15;05:30;0,000;152,067;0,268;152,460;0,000;87,279;1,352;88,636;0,909;32,867;n/a;n/a;0,000;101,273;0,560;101,844;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;05:30;05:45;0,000;96,171;0,876;97,052;1,034;38,806;2,400;39,924;2,075;18,376;n/a;n/a;0,387;53,111;1,136;53,876;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;05:45;06:00;3,480;9,185;4,316;10,176;1,512;12,520;2,928;13,808;3,675;4,863;n/a;n/a;0,008;5,004;0,504;5,512;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;06:00;06:15;0,148;65,856;0,384;65,952;2,123;42,530;8,044;48,676;2,143;29,271;n/a;n/a;0,775;57,062;1,208;57,816;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;06:15;06:30;0,000;10,758;0,272;11,168;0,765;15,435;1,460;16,180;2,206;5,695;n/a;n/a;0,007;0,929;0,716;1,648;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;06:30;06:45;0,264;2,592;0,688;3,148;0,546;4,130;1,540;5,140;2,913;4,530;n/a;n/a;0,152;1,683;0,664;2,208;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;06:45;07:00;0,000;62,744;0,124;62,804;0,066;44,797;0,748;45,460;1,160;19,356;n/a;n/a;0,666;14,235;1,032;14,612;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
03.02.2021;07:00;07:15;0,000;21,944;0,332;22,556;0,148;20,403;0,896;21,056;1,139;8,066;n/a;n/a;0,054;5,189;0,312;5,460;0,000;0,000;0,000;0,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
